"","Date","Value.Value","time"
"576","Mar 1, 1971",627.57,1971-03-01
"577","Feb 1, 1971",613.42,1971-02-01
"578","Jan 1, 1971",592.04,1971-01-01
"579","Dec 1, 1970",570.25,1970-12-01
"580","Nov 1, 1970",536.41,1970-11-01
"581","Oct 1, 1970",539.71,1970-10-01
"582","Sep 1, 1970",530.95,1970-09-01
"583","Aug 1, 1970",503.56,1970-08-01
"584","Jul 1, 1970",489.34,1970-07-01
"585","Jun 1, 1970",491.02,1970-06-01
"586","May 1, 1970",496.63,1970-05-01
"587","Apr 1, 1970",562.67,1970-04-01
"588","Mar 1, 1970",584.9,1970-03-01
"589","Feb 1, 1970",578.1,1970-02-01
"590","Jan 1, 1970",602.16,1970-01-01
"591","Dec 1, 1969",609.1,1969-12-01
"592","Nov 1, 1969",646.63,1969-11-01
"593","Oct 1, 1969",645.43,1969-10-01
"594","Sep 1, 1969",642.05,1969-09-01
"595","Aug 1, 1969",641.54,1969-08-01
"596","Jul 1, 1969",648.66,1969-07-01
"597","Jun 1, 1969",682.71,1969-06-01
"598","May 1, 1969",724.26,1969-05-01
"599","Apr 1, 1969",703.35,1969-04-01
"600","Mar 1, 1969",693.28,1969-03-01
"601","Feb 1, 1969",714.58,1969-02-01
"602","Jan 1, 1969",722.13,1969-01-01
"603","Dec 1, 1968",756.11,1968-12-01
"604","Nov 1, 1968",750.42,1968-11-01
"605","Oct 1, 1968",741.12,1968-10-01
"606","Sep 1, 1968",727.39,1968-09-01
"607","Aug 1, 1968",706.5,1968-08-01
"608","Jul 1, 1968",724.34,1968-07-01
"609","Jun 1, 1968",729.97,1968-06-01
"610","May 1, 1968",714.98,1968-05-01
"611","Apr 1, 1968",700.94,1968-04-01
"612","Mar 1, 1968",654.64,1968-03-01
"613","Feb 1, 1968",668.79,1968-02-01
"614","Jan 1, 1968",702.45,1968-01-01
"615","Dec 1, 1967",708.53,1967-12-01
"616","Nov 1, 1967",690.94,1967-11-01
"617","Oct 1, 1967",715.43,1967-10-01
"618","Sep 1, 1967",718.68,1967-09-01
"619","Aug 1, 1967",710.9,1967-08-01
"620","Jul 1, 1967",701.86,1967-07-01
"621","Jun 1, 1967",692.01,1967-06-01
"622","May 1, 1967",702.9,1967-05-01
"623","Apr 1, 1967",692.61,1967-04-01
"624","Mar 1, 1967",682.95,1967-03-01
"625","Feb 1, 1967",669.24,1967-02-01
"626","Jan 1, 1967",646.95,1967-01-01
"627","Dec 1, 1966",623.05,1966-12-01
"628","Nov 1, 1966",620.44,1966-11-01
"629","Oct 1, 1966",590.87,1966-10-01
